lsoa_cd,lsoa_nm,lsoa_kmsq,canopy_kmsq,canopy_per,la_cd,la_nm
E01001394,Enfield 035A,172594,32593.897,18.885,E09000010,Enfield
E01001395,Enfield 035B,239797,39444.739,16.449,E09000010,Enfield
E01001396,Enfield 036D,147952,26528.323,17.93,E09000010,Enfield
E01001397,Enfield 035C,298894,60412.612,20.212,E09000010,Enfield
E01001398,Enfield 021A,174715,41000.797,23.467,E09000010,Enfield
E01001399,Enfield 021B,242696,29797.666,12.278,E09000010,Enfield
E01001400,Enfield 021C,243727,48799.921,20.022,E09000010,Enfield
E01001401,Enfield 016A,147524,22892.692,15.518,E09000010,Enfield
E01001402,Enfield 021D,350930,60352.351,17.198,E09000010,Enfield
E01001403,Enfield 021E,370049,83501.559,22.565,E09000010,Enfield
E01001404,Enfield 026A,516915,88331.633,17.088,E09000010,Enfield
E01001405,Enfield 015A,275488,69420.326,25.199,E09000010,Enfield
E01001406,Enfield 015B,204050,35001.353,17.153,E09000010,Enfield
E01001407,Enfield 005A,1031810,348357.614,33.762,E09000010,Enfield
E01001408,Enfield 004A,145528,18074.882,12.42,E09000010,Enfield
E01001409,Enfield 005B,188676,19981.109,10.59,E09000010,Enfield
E01001410,Enfield 005C,159125,19573.621,12.301,E09000010,Enfield
E01001411,Enfield 004B,185919,21409.146,11.515,E09000010,Enfield
E01001412,Enfield 004C,1.43E+07,2644426.769,18.456,E09000010,Enfield
E01001413,Enfield 004D,510828,172935.842,33.854,E09000010,Enfield
E01001414,Enfield 004E,394425,154106.588,39.071,E09000010,Enfield
E01001415,Enfield 011A,1082870,364779.867,33.686,E09000010,Enfield
E01001416,Enfield 013A,324402,64693.966,19.943,E09000010,Enfield
E01001417,Enfield 011B,5701200,1654976.044,29.029,E09000010,Enfield
E01001418,Enfield 011C,619940,171629.121,27.685,E09000010,Enfield
E01001419,Enfield 020A,665942,143125.483,21.492,E09000010,Enfield
E01001420,Enfield 020B,355712,73318.294,20.612,E09000010,Enfield
E01001421,Enfield 020C,193686,40888.487,21.111,E09000010,Enfield
E01001422,Enfield 011D,1463420,521168.715,35.613,E09000010,Enfield
E01001423,Enfield 027A,191527,37021.733,19.33,E09000010,Enfield
E01001424,Enfield 030A,71738.9,10690.064,14.901,E09000010,Enfield
E01001425,Enfield 027B,402275,95052.4,23.629,E09000010,Enfield
E01001426,Enfield 030B,308214,29641.245,9.617,E09000010,Enfield
E01001427,Enfield 030C,1348620,165363.437,12.262,E09000010,Enfield
E01001428,Enfield 027C,157473,28950.638,18.385,E09000010,Enfield
E01001429,Enfield 030D,243432,25895.727,10.638,E09000010,Enfield
E01001430,Enfield 030E,116786,14648.491,12.543,E09000010,Enfield
E01001431,Enfield 033A,135690,19484.504,14.36,E09000010,Enfield
E01001432,Enfield 033B,153363,19180.503,12.507,E09000010,Enfield
E01001433,Enfield 007A,334353,37116.794,11.101,E09000010,Enfield
E01001434,Enfield 007B,176505,22286.858,12.627,E09000010,Enfield
E01001435,Enfield 007C,157596,19535.486,12.396,E09000010,Enfield
E01001436,Enfield 007D,195510,27241.849,13.934,E09000010,Enfield
E01001437,Enfield 014A,2640940,177134.781,6.707,E09000010,Enfield
E01001438,Enfield 007E,276704,31286.107,11.307,E09000010,Enfield
E01001439,Enfield 006A,209828,27976.521,13.333,E09000010,Enfield
E01001440,Enfield 012A,314592,45554.024,14.48,E09000010,Enfield
E01001441,Enfield 006B,332786,26122.012,7.849,E09000010,Enfield
E01001442,Enfield 002A,115178,15606.832,13.55,E09000010,Enfield
E01001444,Enfield 001A,347197,35704.464,10.284,E09000010,Enfield
E01001445,Enfield 003B,1414210,285436.406,20.183,E09000010,Enfield
E01001446,Enfield 001B,180708,24006.795,13.285,E09000010,Enfield
E01001447,Enfield 003C,186071,24793.88,13.325,E09000010,Enfield
E01001448,Enfield 003D,157450,18268.171,11.603,E09000010,Enfield
E01001449,Enfield 003E,235523,36245.842,15.39,E09000010,Enfield
E01001450,Enfield 015C,357580,71745.357,20.064,E09000010,Enfield
E01001451,Enfield 017A,619702,149443.312,24.115,E09000010,Enfield
E01001452,Enfield 017B,638511,219987.458,34.453,E09000010,Enfield
E01001453,Enfield 017C,513747,197369.987,38.418,E09000010,Enfield
E01001454,Enfield 017D,386979,127472.662,32.94,E09000010,Enfield
E01001455,Enfield 021F,238106,52569.749,22.078,E09000010,Enfield
E01001456,Enfield 022A,266390,69055.077,25.923,E09000010,Enfield
E01001457,Enfield 010A,265252,62644.286,23.617,E09000010,Enfield
E01001458,Enfield 037A,163014,40982.875,25.141,E09000010,Enfield
E01001459,Enfield 024A,216680,27975.506,12.911,E09000010,Enfield
E01001460,Enfield 024B,122645,22174.107,18.08,E09000010,Enfield
E01001461,Enfield 027D,289326,54160.344,18.719,E09000010,Enfield
E01001462,Enfield 024C,109131,21164.774,19.394,E09000010,Enfield
E01001463,Enfield 031A,261891,37505.133,14.321,E09000010,Enfield
E01001464,Enfield 027E,201721,43474.369,21.552,E09000010,Enfield
E01001465,Enfield 031B,228301,26734.431,11.71,E09000010,Enfield
E01001466,Enfield 031C,98787.4,20495.995,20.748,E09000010,Enfield
E01001467,Enfield 031D,105467,14729.205,13.966,E09000010,Enfield
E01001468,Enfield 010B,783929,215826.884,27.531,E09000010,Enfield
E01001469,Enfield 008A,225118,51903.069,23.056,E09000010,Enfield
E01001470,Enfield 013B,1896710,259151.762,13.663,E09000010,Enfield
E01001471,Enfield 010C,365194,104394.094,28.586,E09000010,Enfield
E01001472,Enfield 010D,250668,76587.11,30.553,E09000010,Enfield
E01001473,Enfield 013C,842650,179281.115,21.276,E09000010,Enfield
E01001474,Enfield 010E,385962,92745.969,24.03,E09000010,Enfield
E01001475,Enfield 013D,337476,83727.408,24.81,E09000010,Enfield
E01001476,Enfield 018A,202427,31303.051,15.464,E09000010,Enfield
E01001477,Enfield 018B,1130800,125213.401,11.073,E09000010,Enfield
E01001478,Enfield 016B,318033,66278.136,20.84,E09000010,Enfield
E01001479,Enfield 023A,244607,32310.589,13.209,E09000010,Enfield
E01001480,Enfield 024D,197140,31722.47,16.091,E09000010,Enfield
E01001481,Enfield 018C,171740,26797.655,15.604,E09000010,Enfield
E01001482,Enfield 023B,176398,18495.997,10.485,E09000010,Enfield
E01001483,Enfield 025A,1147070,117491.348,10.243,E09000010,Enfield
E01001484,Enfield 016C,329321,62324.079,18.925,E09000010,Enfield
E01001485,Enfield 025B,126338,14010.677,11.09,E09000010,Enfield
E01001486,Enfield 025C,180664,17356.423,9.607,E09000010,Enfield
E01001487,Enfield 023C,129549,20119.91,15.531,E09000010,Enfield
E01001488,Enfield 024E,131461,19550.117,14.871,E09000010,Enfield
E01001489,Enfield 023D,178254,25346.35,14.219,E09000010,Enfield
E01001491,Enfield 023E,148202,20705.506,13.971,E09000010,Enfield
E01001492,Enfield 025E,153448,20538.512,13.385,E09000010,Enfield
E01001493,Enfield 026B,232902,53115.272,22.806,E09000010,Enfield
E01001494,Enfield 026C,162270,25747.291,15.867,E09000010,Enfield
E01001495,Enfield 029A,154162,33153.289,21.505,E09000010,Enfield
E01001496,Enfield 026D,261532,39696.266,15.178,E09000010,Enfield
E01001497,Enfield 031E,203198,39070.065,19.228,E09000010,Enfield
E01001498,Enfield 029B,190602,33856.964,17.763,E09000010,Enfield
E01001499,Enfield 031F,208344,31044.934,14.901,E09000010,Enfield
E01001500,Enfield 035D,224540,37564.693,16.73,E09000010,Enfield
E01001501,Enfield 036E,303268,55200.348,18.202,E09000010,Enfield
E01001502,Enfield 018D,280727,30331.981,10.805,E09000010,Enfield
E01001503,Enfield 018E,170388,22343.867,13.114,E09000010,Enfield
E01001504,Enfield 012B,181512,20950.166,11.542,E09000010,Enfield
E01001505,Enfield 012C,194518,26848.542,13.803,E09000010,Enfield
E01001506,Enfield 014B,1946500,123467.359,6.343,E09000010,Enfield
E01001507,Enfield 012D,267877,26439.103,9.87,E09000010,Enfield
E01001508,Enfield 012E,207440,15661.295,7.55,E09000010,Enfield
E01001509,Enfield 014C,145759,20405.29,13.999,E09000010,Enfield
E01001510,Enfield 014D,150408,15030.912,9.993,E09000010,Enfield
E01001511,Enfield 016D,388504,30171.309,7.766,E09000010,Enfield
E01001512,Enfield 015D,190505,30624.217,16.075,E09000010,Enfield
E01001513,Enfield 012F,950170,80902.955,8.515,E09000010,Enfield
E01001514,Enfield 016E,136801,18025.779,13.177,E09000010,Enfield
E01001515,Enfield 015E,129463,8810.224,6.805,E09000010,Enfield
E01001516,Enfield 005D,328040,35698.444,10.882,E09000010,Enfield
E01001517,Enfield 006C,181483,23552.397,12.978,E09000010,Enfield
E01001518,Enfield 016F,558793,68279.497,12.219,E09000010,Enfield
E01001519,Enfield 020D,352464,66739.499,18.935,E09000010,Enfield
E01001520,Enfield 019A,352612,119377.239,33.855,E09000010,Enfield
E01001521,Enfield 028A,483957,154756.344,31.977,E09000010,Enfield
E01001522,Enfield 019B,205204,40964.364,19.963,E09000010,Enfield
E01001523,Enfield 019C,520794,134603.215,25.846,E09000010,Enfield
E01001524,Enfield 019D,257582,81333.648,31.576,E09000010,Enfield
E01001525,Enfield 020E,234324,47173.224,20.132,E09000010,Enfield
E01001526,Enfield 019E,284175,68991.571,24.278,E09000010,Enfield
E01001527,Enfield 036F,393381,94966.632,24.141,E09000010,Enfield
E01001528,Enfield 032B,208538,35803.452,17.169,E09000010,Enfield
E01001529,Enfield 032C,166347,28359.246,17.048,E09000010,Enfield
E01001530,Enfield 032D,208611,30860.254,14.793,E09000010,Enfield
E01001531,Enfield 028B,227972,67524.954,29.62,E09000010,Enfield
E01001532,Enfield 028C,288755,81587.85,28.255,E09000010,Enfield
E01001533,Enfield 028D,327481,85978.756,26.255,E09000010,Enfield
E01001534,Enfield 032E,403473,108305.168,26.843,E09000010,Enfield
E01001535,Enfield 028E,392524,84320.009,21.481,E09000010,Enfield
E01001536,Enfield 008B,433273,89050.117,20.553,E09000010,Enfield
E01001537,Enfield 005E,190046,36987.343,19.462,E09000010,Enfield
E01001538,Enfield 009A,254805,42890.242,16.833,E09000010,Enfield
E01001539,Enfield 009B,219223,36527.616,16.662,E09000010,Enfield
E01001540,Enfield 008C,258795,39567.365,15.289,E09000010,Enfield
E01001541,Enfield 008D,181598,24074.498,13.257,E09000010,Enfield
E01001542,Enfield 008E,184200,27997.375,15.199,E09000010,Enfield
E01001543,Enfield 009C,208105,30398.985,14.608,E09000010,Enfield
E01001544,Enfield 009D,303218,51150.798,16.869,E09000010,Enfield
E01001545,Enfield 002B,345033,58950.54,17.085,E09000010,Enfield
E01001546,Enfield 001C,238628,29418.619,12.328,E09000010,Enfield
E01001547,Enfield 002C,248761,31056.171,12.484,E09000010,Enfield
E01001548,Enfield 002D,299652,48434.859,16.164,E09000010,Enfield
E01001549,Enfield 006D,320562,47416.449,14.792,E09000010,Enfield
E01001550,Enfield 006E,217623,31555.349,14.5,E09000010,Enfield
E01001551,Enfield 002E,306222,46372.471,15.143,E09000010,Enfield
E01001552,Enfield 001D,280485,31921.852,11.381,E09000010,Enfield
E01001553,Enfield 037B,200452,31065.268,15.498,E09000010,Enfield
E01001554,Enfield 037C,120867,14886.414,12.316,E09000010,Enfield
E01001555,Enfield 033C,139909,12936.871,9.247,E09000010,Enfield
E01001556,Enfield 035E,217099,43471.977,20.024,E09000010,Enfield
E01001557,Enfield 033D,128752,12918.849,10.034,E09000010,Enfield
E01001558,Enfield 033E,148756,13347.69,8.973,E09000010,Enfield
E01001559,Enfield 033F,921946,97112.357,10.533,E09000010,Enfield
E01001560,Enfield 035F,264234,41761.302,15.805,E09000010,Enfield
E01001562,Enfield 037D,142465,18275.875,12.828,E09000010,Enfield
E01001563,Enfield 029C,194628,46908.749,24.102,E09000010,Enfield
E01001564,Enfield 022B,231301,58794.722,25.419,E09000010,Enfield
E01001565,Enfield 029D,223056,64063.653,28.721,E09000010,Enfield
E01001566,Enfield 029E,198507,59241.624,29.844,E09000010,Enfield
E01001567,Enfield 022C,309935,96699.74,31.2,E09000010,Enfield
E01001568,Enfield 022D,898163,346647.364,38.595,E09000010,Enfield
E01001569,Enfield 022E,294353,72766.618,24.721,E09000010,Enfield
E01001570,Enfield 026E,406620,77080.57,18.956,E09000010,Enfield
E01001571,Greenwich 008A,148095,19314.357,13.042,E09000011,Greenwich
E01001572,Greenwich 008B,168309,40126.878,23.841,E09000011,Greenwich
E01001573,Greenwich 008C,138173,22730.605,16.451,E09000011,Greenwich
E01001574,Greenwich 008D,1005300,617562.052,61.431,E09000011,Greenwich
E01001575,Greenwich 003A,218931,36618.456,16.726,E09000011,Greenwich
E01001576,Greenwich 003B,238674,34664.044,14.524,E09000011,Greenwich
E01001577,Greenwich 003C,211124,18332.215,8.683,E09000011,Greenwich
E01001578,Greenwich 003D,271658,24592.642,9.053,E09000011,Greenwich
E01001579,Greenwich 003E,252548,33823.221,13.393,E09000011,Greenwich
E01001580,Greenwich 021A,297608,74851.758,25.151,E09000011,Greenwich
E01001581,Greenwich 016A,208870,31639.939,15.148,E09000011,Greenwich
E01001582,Greenwich 021B,342091,56563.938,16.535,E09000011,Greenwich
E01001583,Greenwich 021C,293245,75055.43,25.595,E09000011,Greenwich
E01001584,Greenwich 021D,328334,97468.895,29.686,E09000011,Greenwich
E01001585,Greenwich 016B,179181,50474.541,28.17,E09000011,Greenwich
E01001586,Greenwich 016C,214012,77218.577,36.081,E09000011,Greenwich
E01001587,Greenwich 016D,274221,86374.121,31.498,E09000011,Greenwich
E01001588,Greenwich 012A,521307,160262.79,30.742,E09000011,Greenwich
E01001589,Greenwich 012B,210639,70343.894,33.395,E09000011,Greenwich
E01001590,Greenwich 014A,155479,34888.877,22.44,E09000011,Greenwich
E01001591,Greenwich 012C,201749,49245.084,24.409,E09000011,Greenwich
E01001592,Greenwich 014B,239328,42018.885,17.557,E09000011,Greenwich
E01001593,Greenwich 014C,185569,20459.344,11.025,E09000011,Greenwich
E01001594,Greenwich 014D,149884,26827.179,17.899,E09000011,Greenwich
E01001595,Greenwich 012D,369918,47163.485,12.75,E09000011,Greenwich
E01001596,Greenwich 032A,293012,55198.595,18.838,E09000011,Greenwich
E01001597,Greenwich 031A,324229,52310.389,16.134,E09000011,Greenwich
E01001598,Greenwich 031B,465222,46272.1,9.946,E09000011,Greenwich
E01001599,Greenwich 032B,454209,71240.995,15.685,E09000011,Greenwich
E01001600,Greenwich 032C,303036,41002.422,13.531,E09000011,Greenwich
E01001601,Greenwich 032D,241793,32078.551,13.267,E09000011,Greenwich
E01001602,Greenwich 031C,256966,33566.905,13.063,E09000011,Greenwich
E01001603,Greenwich 031D,210281,33593.87,15.976,E09000011,Greenwich
E01001604,Greenwich 027A,237235,31258.031,13.176,E09000011,Greenwich
E01001605,Greenwich 023A,661283,304536.655,46.052,E09000011,Greenwich
E01001606,Greenwich 023B,210887,26197.241,12.422,E09000011,Greenwich
E01001607,Greenwich 027B,211257,17877.44,8.462,E09000011,Greenwich
E01001608,Greenwich 027C,471543,72625.746,15.402,E09000011,Greenwich
E01001609,Greenwich 027D,336263,37198.092,11.062,E09000011,Greenwich
E01001610,Greenwich 023C,220909,53873.806,24.387,E09000011,Greenwich
E01001611,Greenwich 023D,201021,18588.087,9.247,E09000011,Greenwich
E01001613,Greenwich 028A,730644,167139.447,22.876,E09000011,Greenwich
E01001614,Greenwich 028B,886059,138476.4,15.628,E09000011,Greenwich
E01001615,Greenwich 028C,954877,178572.822,18.701,E09000011,Greenwich
E01001617,Greenwich 028D,693903,65138.591,9.387,E09000011,Greenwich
E01001618,Greenwich 030C,347786,26886.655,7.731,E09000011,Greenwich
E01001619,Greenwich 030D,322420,33217.412,10.303,E09000011,Greenwich
E01001620,Greenwich 025A,260736,22413.54,8.596,E09000011,Greenwich
E01001621,Greenwich 025B,366743,45194.921,12.323,E09000011,Greenwich
E01001623,Greenwich 025C,276588,14096.032,5.096,E09000011,Greenwich
E01001624,Greenwich 025D,224392,21268.875,9.478,E09000011,Greenwich
E01001625,Greenwich 025E,269763,13853.424,5.135,E09000011,Greenwich
E01001629,Greenwich 009A,205599,31620.687,15.38,E09000011,Greenwich
E01001631,Greenwich 007B,197097,18338.556,9.304,E09000011,Greenwich
E01001632,Greenwich 007C,120540,9455.642,7.844,E09000011,Greenwich
E01001633,Greenwich 009B,115104,19680.043,17.098,E09000011,Greenwich
E01001634,Greenwich 009C,116218,13099.691,11.272,E09000011,Greenwich
E01001635,Greenwich 007D,210830,32302.83,15.322,E09000011,Greenwich
E01001636,Greenwich 007E,124836,11259.464,9.019,E09000011,Greenwich
E01001637,Greenwich 009D,185627,31387.527,16.909,E09000011,Greenwich
E01001638,Greenwich 038A,108442,9927.1,9.154,E09000011,Greenwich
E01001640,Greenwich 035A,250949,13690.281,5.455,E09000011,Greenwich
E01001641,Greenwich 038B,426512,47141.126,11.053,E09000011,Greenwich
E01001642,Greenwich 038C,1195930,289354.206,24.195,E09000011,Greenwich
E01001644,Greenwich 038D,191268,18720.887,9.788,E09000011,Greenwich
E01001645,Greenwich 022A,290077,29191.349,10.063,E09000011,Greenwich
E01001646,Greenwich 019A,211062,25298.273,11.986,E09000011,Greenwich
E01001647,Greenwich 022B,346646,38341.335,11.061,E09000011,Greenwich
E01001648,Greenwich 022C,416662,59537.403,14.289,E09000011,Greenwich
E01001649,Greenwich 022D,332296,16247.752,4.89,E09000011,Greenwich
E01001650,Greenwich 019B,208575,24680.751,11.833,E09000011,Greenwich
E01001651,Greenwich 019C,306732,26216.729,8.547,E09000011,Greenwich
E01001652,Greenwich 019D,266201,39308.439,14.766,E09000011,Greenwich
E01001653,Greenwich 029A,266096,39386.569,14.802,E09000011,Greenwich
E01001654,Greenwich 029B,301134,45738.459,15.189,E09000011,Greenwich
E01001655,Greenwich 029C,434525,71831.185,16.531,E09000011,Greenwich
E01001656,Greenwich 034A,275941,52337.395,18.967,E09000011,Greenwich
E01001657,Greenwich 034B,404449,98630.014,24.386,E09000011,Greenwich
E01001658,Greenwich 034C,434539,53417.925,12.293,E09000011,Greenwich
E01001659,Greenwich 034D,377987,34321.715,9.08,E09000011,Greenwich
E01001660,Greenwich 029D,334835,40297.893,12.035,E09000011,Greenwich
E01001661,Greenwich 029E,454972,30934.114,6.799,E09000011,Greenwich
E01001662,Greenwich 037A,235969,20367.158,8.631,E09000011,Greenwich
E01001664,Greenwich 037B,155742,22079.66,14.177,E09000011,Greenwich
E01001665,Greenwich 037C,186349,27997.444,15.024,E09000011,Greenwich
E01001666,Greenwich 036A,431510,30483.004,7.064,E09000011,Greenwich
E01001667,Greenwich 036B,2028570,52365.68,2.581,E09000011,Greenwich
E01001668,Greenwich 036C,355715,21087.945,5.928,E09000011,Greenwich
E01001669,Greenwich 033A,504055,167335.007,33.198,E09000011,Greenwich
E01001671,Greenwich 033B,195552,36086.012,18.453,E09000011,Greenwich
E01001672,Greenwich 006A,360293,34118.656,9.47,E09000011,Greenwich
E01001673,Greenwich 006B,174593,12991.692,7.441,E09000011,Greenwich
E01001674,Greenwich 006C,214339,34950.94,16.306,E09000011,Greenwich
E01001675,Greenwich 006D,155207,18295.313,11.788,E09000011,Greenwich
E01001676,Greenwich 033C,131387,17347.591,13.203,E09000011,Greenwich
E01001677,Greenwich 006E,200562,40346.177,20.117,E09000011,Greenwich
E01001678,Greenwich 017A,261815,15770.54,6.024,E09000011,Greenwich
E01001679,Greenwich 020A,213086,36331.82,17.05,E09000011,Greenwich
E01001680,Greenwich 020B,608389,184020.714,30.247,E09000011,Greenwich
E01001681,Greenwich 020C,156066,30098.323,19.286,E09000011,Greenwich
E01001682,Greenwich 020D,870179,455676.112,52.366,E09000011,Greenwich
E01001683,Greenwich 017B,133290,15252.836,11.443,E09000011,Greenwich
E01001684,Greenwich 017C,1185630,553197.193,46.659,E09000011,Greenwich
E01001685,Greenwich 017D,181335,9364.481,5.164,E09000011,Greenwich
E01001686,Greenwich 020E,169950,32441.913,19.089,E09000011,Greenwich
E01001687,Greenwich 002A,415592,39801.152,9.577,E09000011,Greenwich
E01001688,Greenwich 002B,523600,80399.672,15.355,E09000011,Greenwich
E01001690,Greenwich 001A,136409,42184.34,30.925,E09000011,Greenwich
E01001692,Greenwich 001B,74267,16388.692,22.067,E09000011,Greenwich
E01001693,Greenwich 001C,136335,35527.796,26.059,E09000011,Greenwich
E01001694,Greenwich 001D,383564,128099.629,33.397,E09000011,Greenwich
E01001695,Greenwich 011A,100160,9017.668,9.003,E09000011,Greenwich
